tournament,date,home,away,home_score,away_score,home_hits,away_hits,home_errors,away_errors,stadium,location,duration,game_id
WBSC U-23 Baseball World Cup 2024,2024-09-06 19:00:00,Great Britain,China,3,5,5,7,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:24,146555
WBSC U-23 Baseball World Cup 2024,2024-09-06 19:00:00,Japan,Puerto Rico,1,6,3,10,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:11,146556
WBSC U-23 Baseball World Cup 2024,2024-09-07 10:00:00,South Africa,South Korea,1,6,2,7,5,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:17,146557
WBSC U-23 Baseball World Cup 2024,2024-09-07 10:00:00,Nicaragua,Venezuela,3,2,6,6,1,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:12,146558
WBSC U-23 Baseball World Cup 2024,2024-09-07 14:30:00,Colombia,Great Britain,6,4,4,5,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:36,146559
WBSC U-23 Baseball World Cup 2024,2024-09-07 14:30:00,Japan,China,2,0,5,1,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,1:29,146560
WBSC U-23 Baseball World Cup 2024,2024-09-07 19:00:00,Australia,Puerto Rico,5,4,7,6,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,3:07,146561
WBSC U-23 Baseball World Cup 2024,2024-09-07 19:00:00,Chinese Taipei,Netherlands,5,7,5,7,1,3,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,3:06,146562
WBSC U-23 Baseball World Cup 2024,2024-09-08 10:00:00,Venezuela,South Africa,10,0,9,2,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:11,146563
WBSC U-23 Baseball World Cup 2024,2024-09-08 10:00:00,China,Colombia,4,3,5,3,3,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:15,146564
WBSC U-23 Baseball World Cup 2024,2024-09-08 14:30:00,Puerto Rico,Great Britain,8,3,9,6,0,3,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:16,146565
WBSC U-23 Baseball World Cup 2024,2024-09-08 14:30:00,South Korea,Netherlands,4,1,4,6,0,2,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:40,146566
WBSC U-23 Baseball World Cup 2024,2024-09-08 19:00:00,Chinese Taipei,Nicaragua,3,4,5,9,1,1,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:42,146567
WBSC U-23 Baseball World Cup 2024,2024-09-08 19:00:00,Australia,Japan,1,4,7,6,2,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:21,146568
WBSC U-23 Baseball World Cup 2024,2024-09-09 10:00:00,South Korea,Venezuela,4,8,4,10,2,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,3:07,146569
WBSC U-23 Baseball World Cup 2024,2024-09-09 10:00:00,Puerto Rico,China,8,4,9,13,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:32,146570
WBSC U-23 Baseball World Cup 2024,2024-09-09 14:30:00,Australia,Great Britain,13,12,10,12,3,1,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:46,146571
WBSC U-23 Baseball World Cup 2024,2024-09-09 14:30:00,Netherlands,Nicaragua,0,1,3,2,0,2,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,1:54,146572
WBSC U-23 Baseball World Cup 2024,2024-09-09 19:00:00,South Africa,Chinese Taipei,0,11,1,8,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,1:37,146573
WBSC U-23 Baseball World Cup 2024,2024-09-09 19:00:00,Japan,Colombia,7,1,7,6,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,1:51,146574
WBSC U-23 Baseball World Cup 2024,2024-09-10 10:00:00,South Korea,Nicaragua,1,7,5,10,2,2,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:31,146575
WBSC U-23 Baseball World Cup 2024,2024-09-10 10:00:00,China,Australia,4,1,2,4,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,1:44,146576
WBSC U-23 Baseball World Cup 2024,2024-09-10 14:30:00,Netherlands,South Africa,11,2,12,9,1,3,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:29,146577
WBSC U-23 Baseball World Cup 2024,2024-09-10 14:30:00,Colombia,Puerto Rico,2,3,3,5,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:05,146578
WBSC U-23 Baseball World Cup 2024,2024-09-10 19:00:00,Great Britain,Japan,1,4,2,7,1,1,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,1:35,146579
WBSC U-23 Baseball World Cup 2024,2024-09-10 19:00:00,Venezuela,Chinese Taipei,0,3,4,2,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:15,146580
WBSC U-23 Baseball World Cup 2024,2024-09-12 10:00:00,South Africa,Great Britain,8,6,8,9,1,2,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:40,146581
WBSC U-23 Baseball World Cup 2024,2024-09-12 10:00:00,South Korea,China,7,2,9,2,1,3,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:06,146582
WBSC U-23 Baseball World Cup 2024,2024-09-12 14:30:00,Colombia,Chinese Taipei,0,10,7,13,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:28,146583
WBSC U-23 Baseball World Cup 2024,2024-09-12 14:30:00,Australia,Netherlands,2,3,4,4,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:15,146585
WBSC U-23 Baseball World Cup 2024,2024-09-12 19:00:00,Nicaragua,Puerto Rico,0,1,3,3,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,1:44,146586
WBSC U-23 Baseball World Cup 2024,2024-09-12 19:00:00,Japan,Venezuela,5,1,7,2,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:14,146584
WBSC U-23 Baseball World Cup 2024,2024-09-13 10:00:00,Netherlands,Great Britain,1,2,7,2,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:10,146589
WBSC U-23 Baseball World Cup 2024,2024-09-13 10:00:00,Colombia,South Africa,12,3,8,5,0,2,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:23,146587
WBSC U-23 Baseball World Cup 2024,2024-09-13 14:30:00,Australia,Chinese Taipei,3,4,6,5,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:39,146591
WBSC U-23 Baseball World Cup 2024,2024-09-13 14:30:00,Nicaragua,Japan,1,9,4,10,3,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:14,146590
WBSC U-23 Baseball World Cup 2024,2024-09-13 19:00:00,Puerto Rico,South Korea,3,1,5,1,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,1:44,146592
WBSC U-23 Baseball World Cup 2024,2024-09-13 19:00:00,Venezuela,China,5,6,9,7,0,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:11,146588
WBSC U-23 Baseball World Cup 2024,2024-09-14 10:00:00,Netherlands,Colombia,7,3,6,8,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:18,146597
WBSC U-23 Baseball World Cup 2024,2024-09-14 10:00:00,Australia,South Africa,9,2,8,5,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:12,146595
WBSC U-23 Baseball World Cup 2024,2024-09-14 14:30:00,Chinese Taipei,Great Britain,1,2,5,6,3,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:11,146593
WBSC U-23 Baseball World Cup 2024,2024-09-14 14:30:00,Puerto Rico,Venezuela,3,0,7,4,1,0,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,1:58,146598
WBSC U-23 Baseball World Cup 2024,2024-09-14 19:00:00,Japan,South Korea,2,1,2,4,0,2,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:17,146596
WBSC U-23 Baseball World Cup 2024,2024-09-14 19:00:00,Nicaragua,China,0,4,5,9,2,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:23,146594
WBSC U-23 Baseball World Cup 2024,2024-09-15 09:00:00,China,Nicaragua,1,3,5,6,0,0,Shaoxing Baseball and Softball Sports Culture Center | Field 2,Shaoxing City,2:20,146599
WBSC U-23 Baseball World Cup 2024,2024-09-15 09:00:00,Puerto Rico,Japan,0,5,6,6,2,1,Shaoxing Baseball and Softball Sports Culture Center | Field 1,Shaoxing City,2:04,146600
WBSC Premier12 2024 presented by RAXUS,2024-11-09 13:00:00,Netherlands,Panama,9,8,15,11,0,0,Estadio Panamericano,Guadalajara,3:29,144743
WBSC Premier12 2024 presented by RAXUS,2024-11-09 16:00:00,United States of America,Puerto Rico,0,1,6,4,0,0,Coloso del Pacífico,Tepic,3:07,144744
WBSC Premier12 2024 presented by RAXUS,2024-11-09 20:20:00,Mexico,Venezuela,4,8,9,12,1,0,Estadio Panamericano,Guadalajara,3:24,144745
WBSC Premier12 2024 presented by RAXUS,2024-11-10 13:00:00,Panama,Venezuela,4,2,6,8,4,0,Estadio Panamericano,Guadalajara,2:36,144746
WBSC Premier12 2024 presented by RAXUS,2024-11-10 16:00:00,United States of America,Netherlands,12,2,13,7,0,0,Coloso del Pacífico,Tepic,2:32,144749
WBSC Premier12 2024 presented by RAXUS,2024-11-10 20:00:00,Puerto Rico,Mexico,5,7,10,9,1,0,Estadio Panamericano,Guadalajara,3:32,144751
WBSC Premier12 2024 presented by RAXUS,2024-11-11 19:00:00,Venezuela,United States of America,5,3,7,5,1,2,Coloso del Pacífico,Tepic,2:52,144752
WBSC Premier12 2024 presented by RAXUS,2024-11-11 20:00:00,Mexico,Panama,2,3,6,9,1,0,Estadio Panamericano,Guadalajara,3:09,144754
WBSC Premier12 2024 presented by RAXUS,2024-11-12 19:00:00,United States of America,Panama,9,3,12,9,0,1,Coloso del Pacífico,Tepic,3:12,144761
WBSC Premier12 2024 presented by RAXUS,2024-11-12 20:00:00,Puerto Rico,Netherlands,8,20,11,24,2,1,Estadio Panamericano,Guadalajara,2:46,144763
WBSC Premier12 2024 presented by RAXUS,2024-11-13 13:00:00,Venezuela,Puerto Rico,5,2,8,5,1,0,Estadio Panamericano,Guadalajara,2:53,144764
WBSC Premier12 2024 presented by RAXUS,2024-11-13 18:30:00,Cuba,Dominican Republic,1,6,6,8,2,0,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:09,144784
WBSC Premier12 2024 presented by RAXUS,2024-11-13 18:30:00,Chinese Taipei,Korea,6,3,8,3,1,0,Taipei Dome,Taipei,2:56,144786
WBSC Premier12 2024 presented by RAXUS,2024-11-13 19:00:00,Japan,Australia,9,3,13,6,0,1,Vantelin Dome Nagoya,Nagoya,3:13,144783
WBSC Premier12 2024 presented by RAXUS,2024-11-13 20:00:00,Netherlands,Mexico,6,8,16,7,1,0,Estadio Panamericano,Guadalajara,3:20,144766
WBSC Premier12 2024 presented by RAXUS,2024-11-14 13:00:00,Venezuela,Netherlands,11,0,14,3,0,0,Estadio Panamericano,Guadalajara,1:59,144769
WBSC Premier12 2024 presented by RAXUS,2024-11-14 18:00:00,Korea,Cuba,8,4,9,8,2,0,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:16,144789
WBSC Premier12 2024 presented by RAXUS,2024-11-14 18:30:00,Dominican Republic,Chinese Taipei,1,2,5,6,3,0,Taipei Dome,Taipei,3:00,144791
WBSC Premier12 2024 presented by RAXUS,2024-11-14 19:00:00,Panama,Puerto Rico,4,3,6,6,0,0,Coloso del Pacífico,Tepic,2:52,144771
WBSC Premier12 2024 presented by RAXUS,2024-11-14 20:00:00,Mexico,United States of America,2,12,5,16,1,2,Estadio Panamericano,Guadalajara,2:45,144773
WBSC Premier12 2024 presented by RAXUS,2024-11-15 15:00:00,Australia,Dominican Republic,5,0,9,1,0,0,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",2:41,144793
WBSC Premier12 2024 presented by RAXUS,2024-11-15 18:00:00,Japan,Korea,6,3,11,10,0,0,Taipei Dome,Taipei,3:31,144795
WBSC Premier12 2024 presented by RAXUS,2024-11-16 12:00:00,Cuba,Australia,4,3,11,8,1,1,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:19,144797
WBSC Premier12 2024 presented by RAXUS,2024-11-16 18:00:00,Chinese Taipei,Japan,1,3,4,6,2,0,Taipei Dome,Taipei,3:19,144799
WBSC Premier12 2024 presented by RAXUS,2024-11-16 18:30:00,Korea,Dominican Republic,9,6,9,14,0,1,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:36,144798
WBSC Premier12 2024 presented by RAXUS,2024-11-17 18:00:00,Japan,Cuba,7,6,8,10,1,1,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",4:07,144801
WBSC Premier12 2024 presented by RAXUS,2024-11-17 18:30:00,Australia,Chinese Taipei,3,11,9,15,2,0,Taipei Dome,Taipei,4:07,144803
WBSC Premier12 2024 presented by RAXUS,2024-11-18 12:00:00,Korea,Australia,5,2,10,5,0,3,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:21,144804
WBSC Premier12 2024 presented by RAXUS,2024-11-18 18:00:00,Dominican Republic,Japan,3,11,8,14,2,2,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",3:22,144805
WBSC Premier12 2024 presented by RAXUS,2024-11-18 18:30:00,Chinese Taipei,Cuba,2,0,9,4,0,0,Taipei Dome,Taipei,2:59,144806
WBSC Premier12 2024 presented by RAXUS,2024-11-21 12:00:00,Venezuela,Chinese Taipei,2,0,6,7,0,1,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",2:39,147693
WBSC Premier12 2024 presented by RAXUS,2024-11-21 19:00:00,Japan,United States of America,9,1,11,6,0,2,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:07,147694
WBSC Premier12 2024 presented by RAXUS,2024-11-22 12:00:00,United States of America,Chinese Taipei,2,8,8,14,1,1,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:29,147695
WBSC Premier12 2024 presented by RAXUS,2024-11-22 19:00:00,Japan,Venezuela,9,6,13,11,0,0,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:52,147698
WBSC Premier12 2024 presented by RAXUS,2024-11-23 12:00:00,Venezuela,United States of America,5,6,9,9,0,0,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:18,147699
WBSC Premier12 2024 presented by RAXUS,2024-11-23 19:00:00,Japan,Chinese Taipei,9,6,10,7,0,0,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:18,147701
WBSC Premier12 2024 presented by RAXUS,2024-11-24 12:00:00,Venezuela,United States of America,1,6,5,8,0,0,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",3:07,147703
WBSC Premier12 2024 presented by RAXUS,2024-11-24 19:00:00,Japan,Chinese Taipei,0,4,4,11,0,0,Tokyo Dome,"Koraku, Bunkyo City, Tokyo",2:57,147704
VII U-12 Baseball World Cup 2023,2023-07-29 11:00:00,New Zealand,United States,1,43,1,24,5,1,ASPAC B,Tainan City,2:22,122374
VII U-12 Baseball World Cup 2023,2023-07-29 11:00:00,Panama,South Korea,3,11,5,9,4,0,ASPAC Youth,Tainan City,2:13,122375
VII U-12 Baseball World Cup 2023,2023-07-29 14:30:00,Germany,Australia,7,3,5,3,0,2,ASPAC B,Tainan City,2:05,122376
VII U-12 Baseball World Cup 2023,2023-07-29 14:30:00,Mexico,Venezuela,0,10,0,17,2,0,ASPAC Youth,Tainan City,1:48,122377
VII U-12 Baseball World Cup 2023,2023-07-29 18:30:00,Dominican Republic,Czechia,19,0,12,3,0,3,ASPAC B,Tainan City,1:40,122378
VII U-12 Baseball World Cup 2023,2023-07-29 18:30:00,Chinese Taipei,Japan,3,2,5,4,1,1,ASPAC Youth,Tainan City,1:40,122379
VII U-12 Baseball World Cup 2023,2023-07-30 11:00:00,Australia,Venezuela,2,19,4,13,6,1,ASPAC B,Tainan City,1:30,122380
VII U-12 Baseball World Cup 2023,2023-07-30 11:00:00,United States,Panama,6,4,6,8,2,0,ASPAC Youth,Tainan City,2:20,122381
VII U-12 Baseball World Cup 2023,2023-07-30 14:30:00,Czechia,New Zealand,8,7,10,4,2,2,ASPAC B,Tainan City,2:04,122382
VII U-12 Baseball World Cup 2023,2023-07-30 14:30:00,Mexico,Chinese Taipei,3,5,6,10,0,0,ASPAC Youth,Tainan City,2:21,122383
VII U-12 Baseball World Cup 2023,2023-07-30 18:30:00,South Korea,Dominican Republic,9,8,6,6,3,0,ASPAC B,Tainan City,2:43,122384
VII U-12 Baseball World Cup 2023,2023-07-30 18:30:00,Japan,Germany,16,0,12,1,0,2,ASPAC Youth,Tainan City,1:20,122385
VII U-12 Baseball World Cup 2023,2023-07-31 11:00:00,Panama,New Zealand,19,0,19,0,0,1,ASPAC B,Tainan City,1:13,122386
VII U-12 Baseball World Cup 2023,2023-07-31 11:00:00,Australia,Mexico,0,14,3,17,2,0,ASPAC Youth,Tainan City,1:40,122387
VII U-12 Baseball World Cup 2023,2023-07-31 14:30:00,Venezuela,Japan,7,1,9,1,0,0,ASPAC B,Tainan City,1:32,122388
VII U-12 Baseball World Cup 2023,2023-07-31 14:30:00,South Korea,Czechia,17,5,14,4,3,3,ASPAC Youth,Tainan City,2:20,122389
VII U-12 Baseball World Cup 2023,2023-07-31 18:30:00,Dominican Republic,United States,13,9,8,8,1,3,ASPAC B,Tainan City,2:43,122390
VII U-12 Baseball World Cup 2023,2023-07-31 18:30:00,Germany,Chinese Taipei,2,13,5,11,2,3,ASPAC Youth,Tainan City,1:40,122391
VII U-12 Baseball World Cup 2023,2023-08-01 11:00:00,Czechia,Panama,4,10,4,12,3,1,ASPAC B,Tainan City,2:10,122392
VII U-12 Baseball World Cup 2023,2023-08-01 11:00:00,Japan,Australia,15,0,15,1,1,2,ASPAC Youth,Tainan City,1:10,122393
VII U-12 Baseball World Cup 2023,2023-08-01 14:30:00,Mexico,Germany,10,0,8,3,1,2,ASPAC B,Tainan City,2:08,122394
VII U-12 Baseball World Cup 2023,2023-08-01 14:30:00,New Zealand,Dominican Republic,3,23,2,18,3,1,ASPAC Youth,Tainan City,2:05,122395
VII U-12 Baseball World Cup 2023,2023-08-01 18:30:00,United States,South Korea,5,1,3,2,0,0,ASPAC B,Tainan City,2:07,122396
VII U-12 Baseball World Cup 2023,2023-08-01 18:30:00,Chinese Taipei,Venezuela,4,2,5,4,4,0,ASPAC Youth,Tainan City,1:45,122397
VII U-12 Baseball World Cup 2023,2023-08-02 11:00:00,Dominican Republic,Panama,7,5,10,9,2,2,ASPAC B,Tainan City,2:35,122366
VII U-12 Baseball World Cup 2023,2023-08-02 11:00:00,Japan,Mexico,12,6,16,4,5,1,ASPAC Youth,Tainan City,2:35,122365
VII U-12 Baseball World Cup 2023,2023-08-02 14:30:00,South Korea,New Zealand,15,0,11,3,0,5,ASPAC B,Tainan City,1:26,122367
VII U-12 Baseball World Cup 2023,2023-08-02 14:30:00,United States,Czechia,25,0,21,0,1,1,ASPAC Youth,Tainan City,1:42,122368
VII U-12 Baseball World Cup 2023,2023-08-02 18:30:00,Venezuela,Germany,11,1,12,4,0,6,ASPAC B,Tainan City,1:49,122372
VII U-12 Baseball World Cup 2023,2023-08-02 18:30:00,Chinese Taipei,Australia,18,0,15,2,0,4,ASPAC Youth,Tainan City,1:08,122373
VII U-12 Baseball World Cup 2023,2023-08-03 11:00:00,Mexico,Panama,3,2,7,5,0,1,ASPAC B,Tainan City,2:09,122402
VII U-12 Baseball World Cup 2023,2023-08-03 11:00:00,Japan,South Korea,7,4,10,7,1,1,ASPAC Youth,Tainan City,2:06,122399
VII U-12 Baseball World Cup 2023,2023-08-03 14:30:00,New Zealand,Australia,2,17,5,14,3,1,ASPAC B,Tainan City,1:34,122398
VII U-12 Baseball World Cup 2023,2023-08-03 14:30:00,United States,Venezuela,11,4,10,5,0,1,ASPAC Youth,Tainan City,2:07,122401
VII U-12 Baseball World Cup 2023,2023-08-03 18:30:00,Germany,Czechia,6,3,5,4,1,6,ASPAC B,Tainan City,2:10,122400
VII U-12 Baseball World Cup 2023,2023-08-03 18:30:00,Dominican Republic,Chinese Taipei,0,4,1,5,2,1,ASPAC Youth,Tainan City,1:56,122403
VII U-12 Baseball World Cup 2023,2023-08-04 11:00:00,Panama,Australia,13,3,8,6,1,4,ASPAC B,Tainan City,1:48,122406
VII U-12 Baseball World Cup 2023,2023-08-04 11:00:00,United States,Japan,0,7,2,8,2,0,ASPAC Youth,Tainan City,2:05,122405
VII U-12 Baseball World Cup 2023,2023-08-04 14:30:00,Mexico,Czechia,15,0,14,0,0,3,ASPAC B,Tainan City,1:20,122408
VII U-12 Baseball World Cup 2023,2023-08-04 14:30:00,Dominican Republic,Venezuela,2,8,5,9,3,0,ASPAC Youth,Tainan City,2:19,122407
VII U-12 Baseball World Cup 2023,2023-08-04 18:30:00,Germany,New Zealand,11,2,11,4,4,3,ASPAC B,Tainan City,1:46,122404
VII U-12 Baseball World Cup 2023,2023-08-04 18:30:00,Chinese Taipei,South Korea,1,0,2,1,0,0,ASPAC Youth,Tainan City,1:23,122409
VII U-12 Baseball World Cup 2023,2023-08-05 11:00:00,Czechia,Australia,4,0,5,4,3,0,ASPAC B,Tainan City,1:40,122410
VII U-12 Baseball World Cup 2023,2023-08-05 11:00:00,Dominican Republic,Japan,1,13,3,8,3,0,ASPAC Youth,Tainan City,1:32,122411
VII U-12 Baseball World Cup 2023,2023-08-05 14:30:00,Mexico,New Zealand,29,0,22,1,0,0,ASPAC B,Tainan City,1:49,122412
VII U-12 Baseball World Cup 2023,2023-08-05 14:30:00,Venezuela,South Korea,5,4,8,9,0,1,ASPAC Youth,Tainan City,1:58,122413
VII U-12 Baseball World Cup 2023,2023-08-05 18:30:00,Panama,Germany,9,2,8,7,1,1,ASPAC Youth,Tainan City,1:59,122414
VII U-12 Baseball World Cup 2023,2023-08-05 18:30:00,Chinese Taipei,United States,3,11,6,14,1,1,ASPAC Youth,Tainan City,2:08,122415
VII U-12 Baseball World Cup 2023,2023-08-06 14:30:00,Japan,Venezuela,8,9,13,11,0,1,ASPAC Youth,Tainan City,1:59,122417
VII U-12 Baseball World Cup 2023,2023-08-06 18:30:00,Chinese Taipei,United States,4,10,6,11,2,1,ASPAC Youth,Tainan City,2:20,122418
XXXI U-18 Baseball World Cup 2023,2023-08-31 18:30:00,Chinese Taipei,Australia,3,0,6,2,0,2,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",1:45,122638
XXXI U-18 Baseball World Cup 2023,2023-09-01 10:30:00,United States,Netherlands,2,1,4,4,2,1,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",2:10,122639
XXXI U-18 Baseball World Cup 2023,2023-09-01 11:30:00,South Korea,Puerto Rico,0,0,0,0,0,0,Taichung Stadium,"North District, Taichung City",0,122642
XXXI U-18 Baseball World Cup 2023,2023-09-01 13:00:00,Mexico,Czechia,0,0,0,1,0,0,Taichung Stadium,"North District, Taichung City",,122640
XXXI U-18 Baseball World Cup 2023,2023-09-01 14:30:00,Venezuela,Panama,4,13,10,10,2,3,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",2:47,122641
XXXI U-18 Baseball World Cup 2023,2023-09-01 18:30:00,Japan,Spain,10,0,9,2,0,2,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",1:41,122643
XXXI U-18 Baseball World Cup 2023,2023-09-02 10:30:00,Australia,Mexico,4,2,6,3,1,0,Taichung Intercontinental Baseball Stadium,"Beitun District, Taichung City",1:48,122644
XXXI U-18 Baseball World Cup 2023,2023-09-02 10:30:00,Netherlands,Venezuela,8,2,7,0,0,2,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",2:31,122645
XXXI U-18 Baseball World Cup 2023,2023-09-02 14:30:00,Puerto Rico,Czechia,6,2,6,4,1,1,Taichung Intercontinental Baseball Stadium,"Beitun District, Taichung City",2:11,122646
XXXI U-18 Baseball World Cup 2023,2023-09-02 14:30:00,Spain,United States,2,7,5,8,1,1,Taipei Tianmu Baseball Stadium,"Shilin District, Taipei City",2:02,122647
XXXI U-18 Baseball World Cup 2023,2023-09-02 18:30:00,Chinese Taipei,South Korea,6,1,9,6,1,2,Taichung Intercontinental Baseball Stadium,"Beitun District, Taichung City",2:33,122648
